Date/Time,Cooling:Electricity [J](Hourly),Heating:NaturalGas [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Pumps:Electricity [J](Hourly),Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly),NaturalGas:Facility [J](Hourly) 
 01/08  06:00:00,0.0,237239789.66660544,26284081.875110786,87158392.55936149,36012054.55600112,5987799.176932977,261779786.95784003,261779786.95784092,266644373.66660544 
 01/08  07:00:00,0.0,210901556.46721834,27613896.938352972,120284500.51693058,33695749.224251345,5987799.176932977,286495673.7302886,286495673.7302896,447263959.4087386 
 01/08  08:00:00,0.0,162516579.52464023,26284081.875110786,146054728.47449982,28900724.93111845,5987799.176932977,270046666.54695207,270046666.5469531,441935262.92695725 
 01/08  09:00:00,0.0,120068716.9471241,16975375.727318894,147728760.107006,24794680.67245187,5987799.176932977,237252394.92690602,237252394.92690703,394559002.88762426 
 01/08  10:00:00,0.0,81041037.63279079,14315745.365802372,138368971.73951268,20809816.37016858,5987799.176932977,207161774.8947085,207161774.89470947,317749458.5014758 
 01/08  11:00:00,0.0,59083858.19306277,14315745.365802372,127005275.00452524,18681037.189031653,5987799.176932977,186130254.0077123,186130254.00771335,269891363.0804624 
 01/08  12:00:00,107173.91954433147,52933045.691472925,14315745.365802372,128679306.63703147,18324877.5461597,5987799.176932977,186195192.92458758,186195192.92458856,230717813.45756176 
 01/08  13:00:00,2820937.2516559116,10258369.147966165,14315745.365802372,127005275.00452524,18017401.740517057,5987799.176932977,182771447.39484903,182771447.3948501,177233562.36537856 
 01/08  14:00:00,11515553.531887501,0.0,14315745.365802372,121983180.10700601,18767850.33352934,5987799.176932977,181498564.664245,181498564.66424602,118670071.40826166 
 01/08  15:00:00,12803903.730403619,0.0,14315745.365802372,120309148.4744998,19027389.207366705,5987799.176932977,181557989.8020057,181557989.8020067,138178525.93578812 
 01/08  16:00:00,9274717.306539167,0.0,18305191.025593143,125331243.3720189,17616052.479388643,5987799.176932977,184095582.74794698,184095582.747948,113349523.21437146 
 01/08  17:00:00,1820716.185422,0.0,27613896.938352972,160131382.9620943,16302381.095551645,5987799.176932977,235892014.65941107,235892014.65941215,173671509.22596368 
 01/08  18:00:00,0.0,0.0,35592787.787870474,204645835.6122203,16434535.578216106,5987799.176932977,303159405.1349998,303159405.1350008,190407017.43632525 
 01/08  19:00:00,0.0,0.0,44901493.93566237,204645835.6122203,17670604.50995705,5987799.176932977,318071000.8847624,318071000.88476276,256930997.482112 
 01/08  20:00:00,0.0,56309832.084251925,51550569.72193773,185571734.18467608,20205952.00827785,5987799.176932977,316665188.67118496,316665188.6711859,281538791.94853127 
 01/08  21:00:00,0.0,75125205.80583897,51550569.72193773,178875607.65465096,20265396.03048387,5987799.176932977,310062547.3108109,310062547.3108119,294029760.4223711 
 01/08  22:00:00,0.0,84094604.14135276,38252418.149386905,164823601.124626,21224108.340016946,5987799.176932977,286847254.25790095,286847254.2579019,261755683.70711374 
 01/08  23:00:00,0.0,90450413.30144408,24954266.576836366,134031278.26953766,21807443.973789398,5987799.176932977,245011097.30471528,245011097.3047163,234388953.92653453 
 01/08  24:00:00,0.0,120855135.35346404,15645560.66407668,104912987.04695597,24972914.336964216,5987799.176932977,220466177.1338364,220466177.13383737,202418597.7536997 
 01/09  01:00:00,0.0,166615794.41734284,11656115.239317864,79472635.82437395,29475813.947976194,5987799.176932977,210602186.26511717,210602186.26511812,196020378.41734284 
 01/09  02:00:00,0.0,179424216.68120432,11656115.239317864,72776509.29434878,30682157.807937246,5987799.176932977,209061185.5350452,209061185.5350462,208828800.68120432 
 01/09  03:00:00,0.0,184755769.37060365,11656115.239317864,69428446.02933633,31215528.99838083,5987799.176932977,207980686.99150574,207980686.9915068,214160353.37060365 
 01/09  04:00:00,0.0,192484207.68551385,11656115.239317864,67754414.39683005,31937008.76644219,5987799.176932977,209407325.45021394,209407325.45021498,221888791.68551385 
 01/09  05:00:00,0.0,183924556.54450604,16975375.727318894,71432354.39683005,31100011.81508507,5987799.176932977,214926312.32871228,214926312.32871336,213329140.54450604 
 01/09  06:00:00,0.0,179848144.63992658,26284081.875110786,87158392.55936149,30764150.931110494,5987799.176932977,238628180.195788,238628180.19578898,209252728.6399266 
 01/09  07:00:00,0.0,123065188.41945499,27613896.938352972,120284500.51693058,24950015.643922307,5987799.176932977,247767114.20436692,247767114.20436797,359544788.69324386 
 01/09  08:00:00,0.0,95074693.45694318,26284081.875110786,146293383.9335011,22290798.75518316,5987799.176932977,240432249.8823339,240432249.8823349,374620237.42251307 
 01/09  09:00:00,0.0,79648079.8313098,18466671.234855436,149227177.34515285,20699238.25058416,5987799.176932977,221707760.18340215,221707760.1834031,354263245.69844145 
 01/09  10:00:00,0.0,68429101.81990074,15807040.873338813,139867388.97765952,19588694.74189592,5987799.176932977,204586221.89689055,204586221.89689153,326342761.3059866 
 01/09  11:00:00,745609.9220867404,55016121.45350594,15807040.873338813,128503692.2426721,19414350.57405138,5987799.176932977,192404535.99029714,192404535.9902982,262656163.7458269 
 01/09  12:00:00,5043780.950955052,0.0,15807040.873338813,130177723.87517832,20550680.27743933,5987799.176932977,199214710.62397063,199214710.62397164,161736996.28550005 
 01/09  13:00:00,9831522.953261036,0.0,15590730.651414875,128385990.86668785,20780321.423176706,5987799.176932977,202830783.95103353,202830783.9510345,172622453.9050598 
 01/09  14:00:00,12488539.785600102,0.0,15807040.873338813,123481597.34515285,22156754.162213836,5987799.176932977,201395259.8552257,201395259.85522676,119592066.95382297 
 01/09  15:00:00,11767669.855248746,0.0,15807040.873338813,121807565.71264665,20374350.487977736,5987799.176932977,195073632.21235204,195073632.212353,132138525.60674699 
 01/09  16:00:00,8045070.30150527,0.0,19796486.53312959,126829660.61016576,19731381.16952679,5987799.176932977,197565326.06151137,197565326.06151235,122473616.85077089 
 01/09  17:00:00,2200125.4856211147,0.0,29105192.44588942,161629800.20024115,18071353.891519725,5987799.176932977,240855689.4434847,240855689.44348562,163919023.0694705 
 01/09  18:00:00,368552.7610706496,0.0,35592787.787870474,204884491.0712216,17312283.396226544,5987799.176932977,307810702.30889136,307810702.30889237,213262855.48796692 
 01/09  19:00:00,96926.87801635932,0.0,44901493.93566237,204645835.6122203,17617794.596783426,5987799.176932977,318165628.3062151,318165628.3062154,232889970.57707 
 01/09  20:00:00,0.0,0.0,51550569.72193773,185571734.18467608,18318997.586908925,5987799.176932977,308324154.94868743,308324154.9486885,225351853.42973357 
 01/09  21:00:00,0.0,69692749.67648378,51550569.72193773,178875607.65465096,19924860.83627512,5987799.176932977,308482619.60051227,308482619.6005132,288690389.4229804 
 01/09  22:00:00,0.0,86942292.6000778,38252418.149386905,164823601.124626,21472189.849845827,5987799.176932977,287901564.3788401,287901564.37884116,264644174.4841212 
 01/09  23:00:00,0.0,106041007.97293694,24954266.576836366,134031278.26953766,23393978.09872698,5987799.176932977,251974902.3617598,251974902.36176074,250051768.823036 
 01/09  24:00:00,0.0,139049153.1798812,15645560.66407668,104912987.04695597,26710376.85857303,5987799.176932977,227844877.96793297,227844877.9679341,241627305.73634803 
 01/10  01:00:00,0.0,169196793.86467683,11656115.239317864,79472635.82437395,29654043.626914445,5987799.176932977,210987632.44197023,210987632.4419712,203148508.01944557 
 01/10  02:00:00,0.0,181330324.85126996,11656115.239317864,72776509.29434878,30844475.35880257,5987799.176932977,209501223.3860127,209501223.3860138,210734908.85126996 
 01/10  03:00:00,0.0,178581358.80121744,11656115.239317864,69428446.02933633,30561860.806108475,5987799.176932977,205042539.0743544,205042539.0743554,207985942.80121744 
 01/10  04:00:00,0.0,198854962.85489863,11656115.239317864,67754414.39683005,32539118.81884487,5987799.176932977,211694812.24902058,211694812.24902165,228259546.85489863 
 01/10  05:00:00,0.0,214293581.8685301,16975375.727318894,71432354.39683005,33901488.826935545,5987799.176932977,226417930.8212349,226417930.82123578,243698165.8685301 
 01/10  06:00:00,0.0,205666275.8593117,26284081.875110786,87158392.55936149,33110771.078428637,5987799.176932977,248299882.1625226,248299882.16252366,235070859.8593117 
 01/10  07:00:00,0.0,173230268.73574972,27613896.938352972,120284500.51693058,30019740.892489064,5987799.176932977,269918759.8409008,269918759.84090185,409954554.71709317 
 01/10  08:00:00,0.0,156234898.8148233,26284081.875110786,146293383.9335011,28378128.357526418,5987799.176932977,267393182.22994435,267393182.22994536,435973032.8830403 
 01/10  09:00:00,0.0,130011355.5656076,18466671.234855436,149227177.34515285,25658666.3509918,5987799.176932977,243554162.74889278,243554162.74889374,404751046.95090574 
 01/10  10:00:00,0.0,94938635.6517924,15807040.873338813,139867388.97765952,22170573.99487357,5987799.176932977,216036254.46055135,216036254.4605524,322363572.58866733 
 01/10  11:00:00,2163751.8570124907,45599020.6747626,15807040.873338813,128503692.2426721,20721831.500123445,5987799.176932977,198138557.2278819,198138557.22788292,265575990.76077682 
 01/10  12:00:00,12330485.179854084,0.0,15807040.873338813,130177723.87517832,21674863.79814825,5987799.176932977,204501988.74918273,204501988.74918377,177746257.56143108 
 01/10  13:00:00,28745488.812496617,0.0,15590730.651414875,128385990.86668785,23244984.058195375,5987799.176932977,213195119.47720435,213195119.4772053,144033833.69060323 
 01/10  14:00:00,38235370.919895485,0.0,15807040.873338813,123481597.34515285,26157025.992517386,5987799.176932977,217263309.08123344,217263309.0812344,141150158.65590674 
 01/10  15:00:00,43308855.87391042,0.0,15807040.873338813,121807565.71264665,25969064.6662697,5987799.176932977,217798225.98884764,217798225.9888486,111206649.95603845 
 01/10  16:00:00,32973333.434493393,0.0,19796486.53312959,126829660.61016576,23927841.947023552,5987799.176932977,215217173.8186941,215217173.81869507,141054643.67791063 
 01/10  17:00:00,13258873.135548884,0.0,29105192.44588942,161629800.20024115,18893794.415725637,5987799.176932977,244289802.43018064,244289802.4301816,166599503.50112474 
 01/10  18:00:00,5463760.961967892,0.0,35592787.787870474,204884491.0712216,17315463.951403342,5987799.176932977,307808472.9809124,307808472.9809133,193431511.18861422 
 01/10  19:00:00,2866512.2238879395,0.0,44901493.93566237,204645835.6122203,17333029.29232341,5987799.176932977,316957841.2211614,316957841.22116184,262254986.1525675 
 01/10  20:00:00,568198.4405709811,0.0,51550569.72193773,185571734.18467608,18123914.33710835,5987799.176932977,307932794.4474891,307932794.4474901,225395929.33739722 
 01/10  21:00:00,45908.06799029297,0.0,51550569.72193773,178875607.65465096,18588483.983450305,5987799.176932977,303052850.7956388,303052850.7956398,219019893.06170818 
 01/10  22:00:00,0.0,41095714.520388275,38252418.149386905,164823601.124626,20868338.650399514,5987799.176932977,285402235.1257806,285402235.12578166,218838771.3092222 
 01/10  23:00:00,0.0,97079611.18250471,24954266.576836366,134031278.26953766,22452697.593250945,5987799.176932977,247741907.47304475,247741907.4730458,241047294.44160515 
 01/10  24:00:00,0.0,146708872.43824878,15645560.66407668,104912987.04695597,27479351.354068015,5987799.176932977,230754647.28283888,230754647.28283983,228297057.58573958 
 01/11  01:00:00,0.0,179250512.77491194,11656115.239317864,79472635.82437395,30532254.249132797,5987799.176932977,214281113.76962867,214281113.7696297,208655096.77491194 
 01/11  02:00:00,0.0,187226404.7355214,11656115.239317864,72776509.29434878,31369880.417117983,5987799.176932977,211325741.95701462,211325741.95701563,216630988.7355214 
 01/11  03:00:00,0.0,177495732.82812974,11656115.239317864,69428446.02933633,30383572.431332998,5987799.176932977,203949244.31107235,203949244.31107336,206900316.82812974 
 01/11  04:00:00,0.0,192522539.5475686,11656115.239317864,67754414.39683005,31928437.96334248,5987799.176932977,208940216.53121358,208940216.5312146,221927123.5475686 
 01/11  05:00:00,0.0,212758800.3187861,16975375.727318894,71432354.39683005,33760274.064631864,5987799.176932977,225666819.12662685,225666819.12662792,242163384.3187861 
 01/11  06:00:00,0.0,198300620.50507152,26284081.875110786,87158392.55936149,32407162.28113992,5987799.176932977,245213579.16000205,245213579.160003,227705204.50507152 
 01/11  07:00:00,0.0,171190800.82603464,27613896.938352972,120284500.51693058,29855343.906204358,5987799.176932977,269135889.4109862,269135889.4109871,407875162.2652423 
 01/11  08:00:00,0.0,155567332.60788795,26284081.875110786,146293383.9335011,28314139.26329957,5987799.176932977,267155685.46319517,267155685.46319616,435388349.7839619 
 01/11  09:00:00,0.0,142051874.503225,18466671.234855436,149227177.34515285,26912562.554639257,5987799.176932977,249210109.75265875,249210109.75265974,416918027.8483707 
 01/11  10:00:00,0.0,95836456.84074482,15807040.873338813,139867388.97765952,22238692.19745524,5987799.176932977,216415770.6805184,216415770.68051943,348902373.82378256 
 01/11  11:00:00,1343867.9141622186,38225732.74149805,15807040.873338813,128503692.2426721,18315427.375470668,5987799.176932977,187283131.77547053,187283131.77547145,247231907.71497226 
 01/11  12:00:00,12311953.787600238,0.0,15807040.873338813,130177723.87517832,19079602.200454716,5987799.176932977,192549617.5201459,192549617.5201468,165217165.5481109 
 01/11  13:00:00,19267702.07588145,0.0,15590730.651414875,128385990.86668785,19611825.20241255,5987799.176932977,197018540.8778583,197018540.8778593,172688213.65344888 
 01/11  14:00:00,20861404.66592641,0.0,15807040.873338813,123481597.34515285,20990177.652411878,5987799.176932977,194913661.5858057,194913661.58580667,120599386.06764479 
 01/11  15:00:00,8522810.854872167,0.0,15807040.873338813,121807565.71264665,16276388.447149368,5987799.176932977,175282361.42567527,175282361.42567626,131223068.4958804 
 01/11  16:00:00,4344256.02058398,0.0,19796486.53312959,126829660.61016576,15983134.087678328,5987799.176932977,179258178.6372193,179258178.63722032,126634897.49145213 
 01/11  17:00:00,2843511.06679957,0.0,29105192.44588942,161629800.20024115,15615830.802205846,5987799.176932977,228714634.68249938,228714634.68250036,159717261.29069826 
 01/11  18:00:00,3644094.910032478,0.0,35592787.787870474,204884491.0712216,15328541.255227026,5987799.176932977,297981749.1983917,297981749.1983927,217081052.62192225 
 01/11  19:00:00,5070437.6257051695,0.0,44901493.93566237,204645835.6122203,15418789.472745998,5987799.176932977,307446757.1172607,307446757.11726165,229155756.83425137 
 01/11  20:00:00,2659295.6439993395,0.0,51550569.72193773,185571734.18467608,15227809.63554419,5987799.176932977,293799877.1208787,293799877.12087965,227241145.4642829 
 01/11  21:00:00,574207.7265166836,0.0,51550569.72193773,178875607.65465096,15509250.513380738,5987799.176932977,288335198.53531677,288335198.53531766,217469026.61707702 
 01/11  22:00:00,189347.3858240068,0.0,38252418.149386905,164823601.124626,15598235.0397998,5987799.176932977,261267155.13918766,261267155.13918865,177830485.46822035 
